episode,agent,seed,reward,avg_reward,steps,lap_finished,visited_tiles,total_tiles,progress_percent,avg_progress_percent,end_reason,elapsed_seconds,loss,epsilon,pg_loss,vf_loss,entropy
78,DQN,42,-5.032862,7.422898,121,False,2,283,0.706714,4.346290,no_progress,429.042246,0.064122,0.294166,,,
79,DQN,42,-4.632155,6.739470,223,False,5,283,1.766784,4.204947,no_progress,431.918595,0.044682,0.292904,,,
80,DQN,42,8.002827,7.332827,344,False,12,283,4.240283,4.240283,no_progress,436.086833,0.069296,0.290832,,,
81,DQN,42,6.602120,9.936184,252,False,9,283,3.180212,4.275618,no_progress,439.154118,0.074299,0.288673,,,
82,DQN,42,2.636396,9.129611,433,False,13,283,4.593640,4.416961,no_progress,444.447341,0.071242,0.286216,,,
83,DQN,42,70.107067,15.839965,359,False,30,283,10.600707,4.946996,no_progress,449.157872,0.082088,0.283396,,,
84,DQN,42,28.404240,15.616537,352,False,18,283,6.360424,4.805654,no_progress,453.482696,0.069268,0.280885,,,
85,DQN,42,41.138516,20.560247,366,False,22,283,7.773852,5.371025,no_progress,457.948336,0.068304,0.278382,,,
86,DQN,42,24.737102,20.676890,318,False,16,283,5.653710,5.335689,no_progress,461.999132,0.063259,0.276012,,,
87,DQN,42,17.769258,18.973251,211,False,11,283,3.886926,4.876325,no_progress,464.778252,0.070953,0.274196,,,
88,DQN,42,53.105654,24.787102,317,False,24,283,8.480565,5.653710,no_progress,469.339875,0.072045,0.272392,,,
89,DQN,42,61.173498,31.367668,413,False,29,283,10.247350,6.501767,no_progress,474.735062,0.073857,0.269912,,,
90,DQN,42,32.172085,33.784594,491,False,23,283,8.127208,6.890459,no_progress,481.299381,0.067180,0.266879,,,
91,DQN,42,-14.431449,31.681237,427,False,8,283,2.826855,6.855124,no_progress,493.153585,0.078009,0.263840,,,
92,DQN,42,-4.063604,31.011237,500,False,13,283,4.593640,6.855124,max_steps,499.627831,0.070669,0.260811,,,
93,DQN,42,91.342756,33.134806,500,False,40,283,14.134276,7.208481,max_steps,505.654986,0.070041,0.257571,,,
94,DQN,42,-4.631449,29.831237,329,False,8,283,2.826855,6.855124,no_progress,510.070808,0.064560,0.254905,,,
95,DQN,42,23.804240,28.097809,398,False,18,283,6.360424,6.713781,no_progress,515.134166,0.068636,0.252596,,,
96,DQN,42,17.137809,27.337880,500,False,19,283,6.713781,6.819788,max_steps,521.747031,0.079420,0.249783,,,
97,DQN,42,18.602827,27.421237,238,False,12,283,4.240283,6.855124,no_progress,524.909774,0.064461,0.247482,,,
98,DQN,42,93.542756,31.464947,478,False,40,283,14.134276,7.420495,no_progress,530.883797,0.075392,0.245278,,,
99,DQN,42,37.137809,29.061378,300,False,19,283,6.713781,7.067138,no_progress,534.654684,0.076963,0.242909,,,
100,DQN,42,12.302827,27.074452,301,False,12,283,4.240283,6.678445,no_progress,538.430192,0.092716,0.241094,,,
101,DQN,42,6.402120,29.157809,254,False,9,283,3.180212,6.713781,no_progress,541.564082,0.084635,0.239424,,,
102,DQN,42,10.070671,30.571237,500,False,17,283,6.007067,6.855124,max_steps,548.436828,0.091006,0.237173,,,
103,DQN,42,9.068551,22.343816,192,False,8,283,2.826855,5.724382,no_progress,551.133515,0.072912,0.235129,,,
104,DQN,42,33.404240,26.147385,302,False,18,283,6.360424,6.077739,no_progress,554.876663,0.075847,0.233688,,,
105,DQN,42,90.209187,32.787880,476,False,39,283,13.780919,6.819788,no_progress,561.191930,0.086859,0.231432,,,
