episode,agent,seed,reward,avg_reward,steps,lap_finished,visited_tiles,total_tiles,progress_percent,avg_progress_percent,end_reason,elapsed_seconds,loss,epsilon,pg_loss,vf_loss,entropy
206,PPO,42,91.342756,79.641272,500,False,40,283,14.134276,11.908127,max_steps,581.405863,-0.059713,,-0.008306,0.065401,1.355156
207,PPO,42,97.109187,79.454629,407,False,39,283,13.780919,11.943463,no_progress,583.227608,,,,,
208,PPO,42,93.075618,79.297986,412,False,38,283,13.427562,11.978799,no_progress,585.093343,,,,,
209,PPO,42,97.075618,79.397986,372,False,38,283,13.427562,11.978799,no_progress,586.811495,,,,,
210,PPO,42,67.039929,84.854912,319,False,28,283,9.893993,12.367491,no_progress,588.296088,,,,,
211,PPO,42,99.109187,85.128269,387,False,39,283,13.780919,12.402827,no_progress,590.198847,,,,,
212,PPO,42,98.775618,85.551625,355,False,38,283,13.427562,12.438163,no_progress,591.789594,,,,,
213,PPO,42,75.640636,83.231413,339,False,31,283,10.954064,12.120141,no_progress,593.347090,,,,,
214,PPO,42,36.638516,77.454346,411,False,22,283,7.773852,11.519435,no_progress,595.199612,,,,,
215,PPO,42,100.209187,85.601625,376,False,39,283,13.780919,12.438163,no_progress,596.874953,,,,,
216,PPO,42,91.842049,85.651555,389,False,37,283,13.074205,12.332155,no_progress,598.587927,,,,,
217,PPO,42,102.576325,86.198269,423,False,41,283,14.487633,12.402827,no_progress,609.293039,-0.055401,,-0.004393,0.058735,1.313831
218,PPO,42,100.575618,86.948269,337,False,38,283,13.427562,12.402827,no_progress,610.833278,,,,,
219,PPO,42,92.242049,86.464912,385,False,37,283,13.074205,12.367491,no_progress,612.539766,,,,,
220,PPO,42,98.875618,89.648481,354,False,38,283,13.427562,12.720848,no_progress,614.115216,,,,,
221,PPO,42,10.169965,80.754558,393,False,14,283,4.946996,11.837456,no_progress,615.943869,,,,,
222,PPO,42,99.475618,80.824558,348,False,38,283,13.427562,11.837456,no_progress,617.525608,,,,,
223,PPO,42,34.805654,76.741060,500,False,24,283,8.480565,11.590106,max_steps,619.892094,,,,,
224,PPO,42,99.975618,83.074770,343,False,38,283,13.427562,12.155477,no_progress,621.466642,,,,,
225,PPO,42,37.737809,76.827633,294,False,19,283,6.713781,11.448763,no_progress,622.823227,,,,,
226,PPO,42,67.074205,74.350848,460,False,32,283,11.307420,11.272085,no_progress,624.894138,,,,,
227,PPO,42,93.775618,73.470777,405,False,38,283,13.427562,11.166078,no_progress,635.535088,-0.052522,,-0.004288,0.062587,1.277600
228,PPO,42,94.975618,72.910777,393,False,38,283,13.427562,11.166078,no_progress,637.493450,,,,,
229,PPO,42,89.508481,72.637420,377,False,36,283,12.720848,11.130742,no_progress,639.203887,,,,,
230,PPO,42,86.242049,71.374064,445,False,37,283,13.074205,11.095406,no_progress,641.318868,,,,,
231,PPO,42,15.637102,71.920777,409,False,16,283,5.653710,11.166078,no_progress,643.360214,,,,,
232,PPO,42,80.742049,70.047420,500,False,37,283,13.074205,11.130742,max_steps,645.745543,,,,,
233,PPO,42,97.175618,76.284417,371,False,38,283,13.427562,11.625442,no_progress,647.632191,,,,,
234,PPO,42,87.909187,75.077774,499,False,39,283,13.780919,11.660777,no_progress,650.013063,,,,,
235,PPO,42,82.108481,79.514841,451,False,36,283,12.720848,12.261484,no_progress,652.100978,,,,,
236,PPO,42,95.242049,82.331625,355,False,37,283,13.074205,12.438163,no_progress,653.674994,,,,,
237,PPO,42,96.775618,82.631625,375,False,38,283,13.427562,12.438163,no_progress,664.769753,-0.056172,,-0.005439,0.059243,1.310876
238,PPO,42,96.575618,82.791625,377,False,38,283,13.427562,12.438163,no_progress,666.463232,,,,,
239,PPO,42,85.574912,82.398269,381,False,35,283,12.367491,12.402827,no_progress,668.175545,,,,,
240,PPO,42,84.275618,82.201625,500,False,38,283,13.427562,12.438163,max_steps,670.419750,,,,,
241,PPO,42,100.309187,90.668834,375,False,39,283,13.780919,13.250883,no_progress,672.145008,,,,,
242,PPO,42,86.242049,91.218834,445,False,37,283,13.074205,13.250883,no_progress,674.133574,,,,,
243,PPO,42,93.909187,90.892191,439,False,39,283,13.780919,13.286219,no_progress,676.106587,,,,,
244,PPO,42,101.809187,92.282191,360,False,39,283,13.780919,13.286219,no_progress,677.720629,,,,,
245,PPO,42,102.942756,94.365618,384,False,40,283,14.134276,13.427562,no_progress,679.437351,,,,,
246,PPO,42,101.875618,95.028975,324,False,38,283,13.427562,13.462898,no_progress,680.870987,,,,,
247,PPO,42,91.409187,94.492332,464,False,39,283,13.780919,13.498233,no_progress,691.592074,-0.060188,,-0.009279,0.051156,1.273949
248,PPO,42,97.242049,94.558975,335,False,37,283,13.074205,13.462898,no_progress,693.088474,,,,,
249,PPO,42,100.575618,96.059046,337,False,38,283,13.427562,13.568905,no_progress,694.610635,,,,,
250,PPO,42,100.975618,97.729046,333,False,38,283,13.427562,13.568905,no_progress,696.180374,,,,,
251,PPO,42,95.009187,97.199046,428,False,39,283,13.780919,13.568905,no_progress,698.180528,,,,,
252,PPO,42,97.575618,98.332403,367,False,38,283,13.427562,13.604240,no_progress,699.809558,,,,,
253,PPO,42,43.738516,93.315336,340,False,22,283,7.773852,13.003534,no_progress,701.376163,,,,,
254,PPO,42,91.375618,92.271979,429,False,38,283,13.427562,12.968198,no_progress,703.283693,,,,,
255,PPO,42,96.575618,91.635265,377,False,38,283,13.427562,12.897527,no_progress,704.950574,,,,,
