episode,agent,seed,reward,avg_reward,steps,lap_finished,visited_tiles,total_tiles,progress_percent,avg_progress_percent,end_reason,elapsed_seconds,loss,epsilon,pg_loss,vf_loss,entropy
29,DoubleDQN,42,-6.065724,-12.675371,202,False,4,283,1.413428,1.943463,no_progress,136.826863,0.032583,0.784067,,,
30,DoubleDQN,42,-4.099293,-11.265512,147,False,3,283,1.060071,1.731449,no_progress,138.855019,0.049211,0.780663,,,
31,DoubleDQN,42,-15.232155,-10.825512,329,False,5,283,1.766784,1.731449,no_progress,144.543892,0.035004,0.776033,,,
32,DoubleDQN,42,-6.499293,-9.655654,171,False,3,283,1.060071,1.519435,no_progress,146.961218,0.052772,0.771196,,,
33,DoubleDQN,42,-11.465724,-10.342297,256,False,4,283,1.413428,1.554770,no_progress,150.489701,0.024332,0.767082,,,
34,DoubleDQN,42,-18.865018,-11.578869,436,False,7,283,2.473498,1.696113,no_progress,156.618375,0.021513,0.760478,,,
35,DoubleDQN,42,-21.731449,-12.182155,500,False,8,283,2.826855,1.766784,max_steps,164.131160,0.030893,0.751633,,,
36,DoubleDQN,42,-21.731449,-13.152085,500,False,8,283,2.826855,1.872792,max_steps,172.201588,0.034486,0.742295,,,
37,DoubleDQN,42,-21.731449,-13.152085,500,False,8,283,2.826855,1.872792,max_steps,180.359097,0.032483,0.733074,,,
38,DoubleDQN,42,-0.530035,-12.795159,500,False,14,283,4.946996,2.261484,max_steps,188.753619,0.038583,0.723967,,,
39,DoubleDQN,42,-18.198587,-14.008445,394,False,6,283,2.120141,2.332155,no_progress,195.499339,0.040975,0.715902,,,
40,DoubleDQN,42,-8.232155,-14.421731,259,False,5,283,1.766784,2.402827,no_progress,199.950146,0.029950,0.710089,,,
41,DoubleDQN,42,-14.664311,-14.364947,500,False,10,283,3.533569,2.579505,max_steps,209.126919,0.036234,0.703413,,,
42,DoubleDQN,42,-18.197880,-15.534806,500,False,9,283,3.180212,2.791519,max_steps,217.888101,0.034467,0.694675,,,
43,DoubleDQN,42,-22.365018,-16.624735,471,False,7,283,2.473498,2.897527,no_progress,226.159128,0.036290,0.686284,,,
44,DoubleDQN,42,-18.197880,-16.558021,500,False,9,283,3.180212,2.968198,max_steps,234.871954,0.038072,0.677997,,,
45,DoubleDQN,42,-18.197880,-16.204664,500,False,9,283,3.180212,3.003534,max_steps,243.530247,0.034616,0.669574,,,
46,DoubleDQN,42,-8.530742,-14.884594,474,False,11,283,3.886926,3.109541,no_progress,251.877172,0.037619,0.661454,,,
47,DoubleDQN,42,-7.597173,-13.471166,500,False,12,283,4.240283,3.250883,max_steps,260.441061,0.042966,0.653433,,,
48,DoubleDQN,42,-7.299293,-14.148092,179,False,3,283,1.060071,2.862191,no_progress,263.494902,0.052786,0.647931,,,
49,DoubleDQN,42,-15.131449,-13.841378,434,False,8,283,2.826855,2.932862,no_progress,270.897470,0.043210,0.642996,,,
50,DoubleDQN,42,-5.332155,-13.551378,230,False,5,283,1.766784,2.932862,no_progress,274.942549,0.030689,0.637678,,,
51,DoubleDQN,42,-18.197880,-13.904735,500,False,9,283,3.180212,2.897527,max_steps,283.436759,0.040817,0.631905,,,
52,DoubleDQN,42,-15.098587,-13.594806,363,False,6,283,2.120141,2.791519,no_progress,289.621510,0.044582,0.625115,,,
53,DoubleDQN,42,-14.664311,-12.824735,500,False,10,283,3.533569,2.897527,max_steps,298.092079,0.037761,0.618401,,,
54,DoubleDQN,42,-6.265018,-11.631449,310,False,7,283,2.473498,2.826855,no_progress,303.420219,0.039948,0.612154,,,
55,DoubleDQN,42,-11.130742,-10.924735,500,False,11,283,3.886926,2.897527,max_steps,311.831401,0.040045,0.605974,,,
56,DoubleDQN,42,-11.130742,-11.184735,500,False,11,283,3.886926,2.897527,max_steps,320.266708,0.034824,0.598446,,,
57,DoubleDQN,42,-18.531449,-12.278163,468,False,8,283,2.826855,2.756184,no_progress,328.451408,0.034416,0.591247,,,
58,DoubleDQN,42,-14.065018,-12.954735,388,False,7,283,2.473498,2.897527,no_progress,335.004327,0.044768,0.584954,,,
59,DoubleDQN,42,-18.197880,-13.261378,500,False,9,283,3.180212,2.932862,max_steps,343.491749,0.040056,0.578498,,,
60,DoubleDQN,42,6.537102,-12.074452,500,False,16,283,5.653710,3.321555,max_steps,352.149105,0.043025,0.571311,,,
61,DoubleDQN,42,-4.063604,-10.661025,500,False,13,283,4.593640,3.462898,max_steps,360.876524,0.035629,0.564214,,,
62,DoubleDQN,42,3.035689,-8.847597,323,False,10,283,3.533569,3.604240,no_progress,366.474366,0.038229,0.558458,,,
63,DoubleDQN,42,-11.130742,-8.494240,500,False,11,283,3.886926,3.639576,max_steps,375.409795,0.039933,0.552765,,,
64,DoubleDQN,42,-6.364311,-8.504170,417,False,10,283,3.533569,3.745583,no_progress,382.881492,0.040379,0.546443,,,
65,DoubleDQN,42,-7.397880,-8.130883,392,False,9,283,3.180212,3.674912,no_progress,389.922065,0.046799,0.540924,,,
66,DoubleDQN,42,-5.399293,-7.557739,160,False,3,283,1.060071,3.392226,no_progress,392.673154,0.028958,0.537202,,,
67,DoubleDQN,42,-8.099293,-6.514523,187,False,3,283,1.060071,3.215548,no_progress,395.829953,0.025643,0.534897,,,
68,DoubleDQN,42,-13.365724,-6.444594,275,False,4,283,1.413428,3.109541,no_progress,400.538878,0.044175,0.531831,,,
69,DoubleDQN,42,-7.798587,-5.404664,290,False,6,283,2.120141,3.003534,no_progress,405.557496,0.035556,0.528068,,,
70,DoubleDQN,42,-16.997880,-7.758163,488,False,9,283,3.180212,2.756184,no_progress,413.927949,0.042830,0.522946,,,
71,DoubleDQN,42,-0.530035,-7.404806,500,False,14,283,4.946996,2.791519,max_steps,425.895792,0.039695,0.516528,,,
72,DoubleDQN,42,28.337102,-4.874664,282,False,16,283,5.653710,3.003534,no_progress,430.843633,0.037943,0.511513,,,
73,DoubleDQN,42,-4.364311,-4.198021,397,False,10,283,3.533569,2.968198,no_progress,437.768213,0.048391,0.507210,,,
74,DoubleDQN,42,-11.130742,-4.674664,500,False,11,283,3.886926,3.003534,max_steps,446.691255,0.040799,0.501562,,,
75,DoubleDQN,42,1.534982,-3.781378,232,False,7,283,2.473498,2.932862,no_progress,450.769267,0.039023,0.496991,,,
76,DoubleDQN,42,-5.165018,-3.757951,299,False,7,283,2.473498,3.074205,no_progress,456.017058,0.055340,0.493697,,,
77,DoubleDQN,42,-6.130742,-3.561095,450,False,11,283,3.886926,3.356890,no_progress,463.936238,0.051352,0.489079,,,
78,DoubleDQN,42,-7.597173,-2.984240,500,False,12,283,4.240283,3.639576,max_steps,472.769918,0.045323,0.483294,,,
79,DoubleDQN,42,-7.597173,-2.964099,500,False,12,283,4.240283,3.851590,max_steps,481.534093,0.042496,0.477290,,,
80,DoubleDQN,42,-18.197880,-3.084099,500,False,9,283,3.180212,3.851590,max_steps,490.441619,0.041477,0.471361,,,
81,DoubleDQN,42,-18.197880,-4.850883,500,False,9,283,3.180212,3.674912,max_steps,503.257259,0.051778,0.465505,,,
82,DoubleDQN,42,-13.832155,-9.067809,315,False,5,283,1.766784,3.286219,no_progress,508.802844,0.048179,0.460802,,,
83,DoubleDQN,42,-10.532155,-9.684594,282,False,5,283,1.766784,3.109541,no_progress,513.733349,0.048837,0.457382,,,
84,DoubleDQN,42,-12.131449,-9.784664,404,False,8,283,2.826855,3.003534,no_progress,520.808194,0.045943,0.453466,,,
85,DoubleDQN,42,-4.063604,-10.344523,500,False,13,283,4.593640,3.215548,max_steps,529.543362,0.054381,0.448371,,,
86,DoubleDQN,42,7.303534,-9.097668,457,False,15,283,5.300353,3.498233,no_progress,537.550305,0.047913,0.443044,,,
87,DoubleDQN,42,-7.597173,-9.244311,500,False,12,283,4.240283,3.533569,max_steps,546.537134,0.047520,0.437782,,,
88,DoubleDQN,42,3.734982,-8.111095,210,False,7,283,2.473498,3.356890,no_progress,550.245164,0.051169,0.433900,,,
89,DoubleDQN,42,-0.530035,-7.404382,500,False,14,283,4.946996,3.427562,max_steps,559.098359,0.051978,0.430058,,,
90,DoubleDQN,42,-10.632155,-6.647809,283,False,5,283,1.766784,3.286219,no_progress,564.272222,0.041902,0.425883,,,
91,DoubleDQN,42,-2.531449,-5.081166,308,False,8,283,2.826855,3.250883,no_progress,569.793297,0.039825,0.422764,,,
92,DoubleDQN,42,-9.999293,-4.697880,206,False,3,283,1.060071,3.180212,no_progress,573.599250,0.044173,0.420045,,,
93,DoubleDQN,42,6.537102,-2.990954,500,False,16,283,5.653710,3.568905,max_steps,582.558835,0.052400,0.416347,,,
94,DoubleDQN,42,-1.531449,-1.930954,298,False,8,283,2.826855,3.568905,no_progress,587.773504,0.060133,0.412222,,,
95,DoubleDQN,42,-18.298587,-3.354452,395,False,6,283,2.120141,3.321555,no_progress,594.783235,0.042168,0.408673,,,
96,DoubleDQN,42,20.671378,-2.017668,500,False,20,283,7.067138,3.498233,max_steps,603.957286,0.049514,0.404122,,,
97,DoubleDQN,42,2.402120,-1.017739,294,False,9,283,3.180212,3.392226,no_progress,609.193187,0.030951,0.400119,,,
98,DoubleDQN,42,31.272085,1.735972,500,False,23,283,8.127208,3.957597,max_steps,618.106800,0.046037,0.396159,,,
99,DoubleDQN,42,-0.198587,1.769117,214,False,6,283,2.120141,3.674912,no_progress,622.078265,0.050113,0.392646,,,
100,DoubleDQN,42,20.671378,4.899470,500,False,20,283,7.067138,4.204947,max_steps,631.086090,0.048681,0.389169,,,
101,DoubleDQN,42,20.671378,7.219753,500,False,20,283,7.067138,4.628975,max_steps,644.899036,0.061217,0.384335,,,
102,DoubleDQN,42,3.003534,8.520035,500,False,15,283,5.300353,5.053004,max_steps,653.658583,0.057633,0.379560,,,
103,DoubleDQN,42,-6.865724,7.179753,210,False,4,283,1.413428,4.628975,no_progress,657.330525,0.037963,0.376195,,,
104,DoubleDQN,42,13.604240,8.693322,500,False,18,283,6.360424,4.982332,max_steps,666.043088,0.058616,0.372864,,,
105,DoubleDQN,42,-9.297880,9.593392,411,False,9,283,3.180212,5.088339,no_progress,673.229150,0.047964,0.368654,,,
106,DoubleDQN,42,10.269258,8.553180,286,False,11,283,3.886926,4.770318,no_progress,678.419542,0.070455,0.365460,,,
107,DoubleDQN,42,-3.231449,7.989823,315,False,8,283,2.826855,4.734982,no_progress,684.138438,0.056442,0.362711,,,
108,DoubleDQN,42,9.002120,5.762827,228,False,9,283,3.180212,4.240283,no_progress,688.709632,0.058981,0.360253,,,
109,DoubleDQN,42,4.036396,6.186325,419,False,13,283,4.593640,4.487633,no_progress,697.467043,0.039876,0.357365,,,
110,DoubleDQN,42,-5.131449,3.606042,334,False,8,283,2.826855,4.063604,no_progress,704.293180,0.040931,0.354021,,,
111,DoubleDQN,42,6.537102,2.192615,500,False,16,283,5.653710,3.922261,max_steps,713.549475,0.057936,0.350342,,,
112,DoubleDQN,42,-3.497880,1.542473,353,False,9,283,3.180212,3.710247,no_progress,721.378446,0.068062,0.346629,,,
113,DoubleDQN,42,4.268551,2.655901,240,False,8,283,2.826855,3.851590,no_progress,725.563814,0.057792,0.344073,,,
114,DoubleDQN,42,13.604240,2.655901,500,False,18,283,6.360424,3.851590,max_steps,735.250107,0.052308,0.340906,,,
115,DoubleDQN,42,-4.599293,3.125760,152,False,3,283,1.060071,3.639576,no_progress,737.779550,0.062172,0.338137,,,
116,DoubleDQN,42,-14.664311,0.632403,500,False,10,283,3.533569,3.604240,max_steps,746.157887,0.060895,0.335394,,,
117,DoubleDQN,42,10.269965,1.982544,392,False,14,283,4.946996,3.816254,no_progress,752.782485,0.056081,0.331675,,,
118,DoubleDQN,42,-10.099293,0.072403,207,False,3,283,1.060071,3.604240,no_progress,756.262458,0.047878,0.329195,,,
119,DoubleDQN,42,-2.198587,-0.551095,234,False,6,283,2.120141,3.356890,no_progress,760.143860,0.066226,0.327390,,,
120,DoubleDQN,42,8.802827,0.842332,336,False,12,283,4.240283,3.498233,no_progress,765.806983,0.052918,0.325074,,,
121,DoubleDQN,42,6.736396,0.862261,392,False,13,283,4.593640,3.392226,no_progress,772.338840,0.060345,0.322129,,,
122,DoubleDQN,42,15.002827,2.712332,274,False,12,283,4.240283,3.498233,no_progress,776.917678,0.055109,0.319450,,,
123,DoubleDQN,42,-0.530035,2.232473,500,False,14,283,4.946996,3.710247,max_steps,785.249205,0.057359,0.316367,,,
124,DoubleDQN,42,-4.063604,0.465689,500,False,13,283,4.593640,3.533569,max_steps,793.618271,0.065671,0.312437,,,
125,DoubleDQN,42,4.668551,1.392473,236,False,8,283,2.826855,3.710247,no_progress,797.567861,0.059662,0.309574,,,
126,DoubleDQN,42,38.339223,6.692827,500,False,25,283,8.833922,4.240283,max_steps,805.935223,0.059735,0.306741,,,
127,DoubleDQN,42,24.270671,8.092898,358,False,17,283,6.007067,4.346290,no_progress,811.905523,0.063590,0.303475,,,
128,DoubleDQN,42,-5.032862,8.599541,121,False,2,283,0.706714,4.310954,no_progress,813.964126,0.044675,0.301659,,,
129,DoubleDQN,42,-4.765724,8.342827,189,False,4,283,1.413428,4.240283,no_progress,817.100892,0.045111,0.300484,,,
130,DoubleDQN,42,16.169965,9.079541,333,False,14,283,4.946996,4.310954,no_progress,822.636971,0.035775,0.298538,,,
131,DoubleDQN,42,7.902827,9.196184,345,False,12,283,4.240283,4.275618,no_progress,834.021530,0.047849,0.296026,,,
132,DoubleDQN,42,10.070671,8.702968,500,False,17,283,6.007067,4.452297,max_steps,842.548785,0.055888,0.292920,,,
133,DoubleDQN,42,45.406360,13.296608,500,False,27,283,9.540636,4.911661,max_steps,851.276690,0.066068,0.289281,,,
134,DoubleDQN,42,6.735689,14.376537,286,False,10,283,3.533569,4.805654,no_progress,856.217887,0.066623,0.286445,,,
135,DoubleDQN,42,0.235689,13.933251,351,False,10,283,3.533569,4.876325,no_progress,862.532666,0.079757,0.284162,,,
136,DoubleDQN,42,20.671378,12.166466,500,False,20,283,7.067138,4.699647,max_steps,871.138394,0.070533,0.281153,,,
137,DoubleDQN,42,9.302827,10.669682,331,False,12,283,4.240283,4.522968,no_progress,876.776390,0.066965,0.278257,,,
138,DoubleDQN,42,5.669965,11.739965,438,False,14,283,4.946996,4.946996,no_progress,884.284770,0.067426,0.275599,,,
139,DoubleDQN,42,66.607774,18.877314,500,False,33,283,11.660777,5.971731,max_steps,892.838769,0.058151,0.272380,,,
140,DoubleDQN,42,45.406360,21.800954,500,False,27,283,9.540636,6.431095,max_steps,901.585687,0.066859,0.268996,,,
141,DoubleDQN,42,45.406360,25.551307,500,False,27,283,9.540636,6.961131,max_steps,915.472354,0.073829,0.265654,,,
142,DoubleDQN,42,3.868551,24.931095,244,False,8,283,2.826855,6.643110,no_progress,919.584086,0.072498,0.263194,,,
143,DoubleDQN,42,1.602827,20.550742,408,False,12,283,4.240283,6.113074,no_progress,926.540361,0.065579,0.261058,,,
144,DoubleDQN,42,24.570671,22.334240,355,False,17,283,6.007067,6.360424,no_progress,932.784920,0.062638,0.258576,,,
145,DoubleDQN,42,38.539223,26.164594,498,False,25,283,8.833922,6.890459,no_progress,941.354802,0.071775,0.255838,,,
146,DoubleDQN,42,38.772085,27.974664,425,False,23,283,8.127208,6.996466,no_progress,948.612333,0.081188,0.252912,,,
147,DoubleDQN,42,1.068551,27.151237,272,False,8,283,2.826855,6.855124,no_progress,953.240463,0.083679,0.250720,,,
148,DoubleDQN,42,-3.999293,26.184311,146,False,3,283,1.060071,6.466431,no_progress,955.751002,0.074141,0.249407,,,
149,DoubleDQN,42,30.537102,22.577244,260,False,16,283,5.653710,5.865724,no_progress,960.205425,0.083258,0.248139,,,
150,DoubleDQN,42,10.935689,19.130177,244,False,10,283,3.533569,5.265018,no_progress,964.327041,0.069016,0.246580,,,
151,DoubleDQN,42,21.136396,16.703180,248,False,13,283,4.593640,4.770318,no_progress,968.606811,0.078159,0.245068,,,
152,DoubleDQN,42,66.607774,22.977102,500,False,33,283,11.660777,5.653710,max_steps,977.763460,0.067554,0.242789,,,
153,DoubleDQN,42,4.634982,23.280318,201,False,7,283,2.473498,5.477032,no_progress,981.220462,0.096133,0.240672,,,
154,DoubleDQN,42,3.602120,21.183463,282,False,9,283,3.180212,5.194346,no_progress,986.040465,0.083194,0.239221,,,
155,DoubleDQN,42,42.472085,21.576749,388,False,23,283,8.127208,5.123675,no_progress,992.700261,0.076249,0.237220,,,
156,DoubleDQN,42,-1.265018,17.573039,260,False,7,283,2.473498,4.558304,no_progress,997.149287,0.068660,0.235306,,,
157,DoubleDQN,42,19.002827,19.366466,234,False,12,283,4.240283,4.699647,no_progress,1001.109777,0.092495,0.233863,,,
158,DoubleDQN,42,34.805654,23.246961,500,False,24,283,8.480565,5.441696,max_steps,1009.820665,0.093439,0.231734,,,
159,DoubleDQN,42,49.905654,25.183816,349,False,24,283,8.480565,5.724382,no_progress,1015.878376,0.065921,0.229289,,,
160,DoubleDQN,42,16.203534,25.710601,368,False,15,283,5.300353,5.901060,no_progress,1022.189171,0.083740,0.227246,,,
161,DoubleDQN,42,40.639223,27.660883,477,False,25,283,8.833922,6.325088,no_progress,1035.554666,0.087456,0.224851,,,
162,DoubleDQN,42,0.801413,21.080247,204,False,6,283,2.120141,5.371025,no_progress,1038.944858,0.078493,0.222935,,,
163,DoubleDQN,42,94.876325,30.104382,500,False,41,283,14.487633,6.572438,max_steps,1047.377917,0.071535,0.220983,,,
164,DoubleDQN,42,18.469965,31.591166,310,False,14,283,4.946996,6.749117,no_progress,1052.622020,0.080290,0.218761,,,
165,DoubleDQN,42,-0.931449,27.250813,292,False,8,283,2.826855,6.219081,no_progress,1057.617234,0.067416,0.217127,,,
166,DoubleDQN,42,22.137809,29.591095,450,False,19,283,6.713781,6.643110,no_progress,1065.372830,0.080655,0.215117,,,
167,DoubleDQN,42,17.237102,29.414523,393,False,16,283,5.653710,6.784452,no_progress,1072.084177,0.076509,0.212859,,,
168,DoubleDQN,42,58.207067,31.754664,478,False,30,283,10.600707,6.996466,no_progress,1080.243464,0.089574,0.210563,,,
169,DoubleDQN,42,20.702827,28.834382,217,False,12,283,4.240283,6.572438,no_progress,1084.038541,0.075743,0.208738,,,
170,DoubleDQN,42,5.269965,27.741025,442,False,14,283,4.946996,6.537102,no_progress,1091.491003,0.095662,0.207023,,,
171,DoubleDQN,42,17.369965,25.414099,321,False,14,283,4.946996,6.148410,no_progress,1102.307914,0.086261,0.205065,,,
172,DoubleDQN,42,62.706360,31.604594,327,False,27,283,9.540636,6.890459,no_progress,1108.029048,0.076178,0.203411,,,
173,DoubleDQN,42,12.269258,23.343887,266,False,11,283,3.886926,5.830389,no_progress,1112.750027,0.077422,0.201901,,,
174,DoubleDQN,42,12.935689,22.790459,224,False,10,283,3.533569,5.689046,no_progress,1116.705611,0.087835,0.200663,,,
175,DoubleDQN,42,98.409894,32.724594,500,False,42,283,14.840989,6.890459,max_steps,1125.455138,0.094353,0.198856,,,
176,DoubleDQN,42,60.072792,36.518092,318,False,26,283,9.187279,7.137809,no_progress,1131.007694,0.110522,0.196837,,,
177,DoubleDQN,42,27.071378,37.501519,436,False,20,283,7.067138,7.279152,no_progress,1138.826788,0.089234,0.194996,,,
178,DoubleDQN,42,48.238516,36.504664,295,False,22,283,7.773852,6.996466,no_progress,1144.038936,0.098294,0.193219,,,
179,DoubleDQN,42,25.804240,37.014806,378,False,18,283,6.360424,7.208481,no_progress,1150.636486,0.101958,0.191603,,,
180,DoubleDQN,42,37.405654,40.228375,474,False,24,283,8.480565,7.561837,no_progress,1159.037870,0.104922,0.189574,,,
181,DoubleDQN,42,18.236396,40.315018,277,False,13,283,4.593640,7.526502,no_progress,1169.286161,0.098867,0.187799,,,
182,DoubleDQN,42,67.140636,40.758445,424,False,31,283,10.954064,7.667845,no_progress,1176.849127,0.104178,0.186164,,,
183,DoubleDQN,42,96.475618,49.179081,378,False,38,283,13.427562,8.621908,no_progress,1183.248415,0.094929,0.184302,,,
184,DoubleDQN,42,26.437809,50.529293,407,False,19,283,6.713781,8.939929,no_progress,1190.194250,0.113785,0.182504,,,
185,DoubleDQN,42,56.007067,46.289011,500,False,30,283,10.600707,8.515901,max_steps,1199.142581,0.089933,0.180454,,,
186,DoubleDQN,42,96.642756,49.946007,447,False,40,283,14.134276,9.010601,no_progress,1206.765284,0.088380,0.178328,,,
187,DoubleDQN,42,59.239223,53.162792,291,False,25,283,8.833922,9.187279,no_progress,1211.830571,0.104010,0.176685,,,
188,DoubleDQN,42,48.304947,53.169435,259,False,21,283,7.420495,9.151943,no_progress,1216.301406,0.120425,0.175470,,,
189,DoubleDQN,42,57.572792,56.346290,343,False,26,283,9.187279,9.434629,no_progress,1222.188055,0.101288,0.174159,,,
190,DoubleDQN,42,45.704947,57.176219,285,False,21,283,7.420495,9.328622,no_progress,1227.065665,0.116954,0.172797,,,
191,DoubleDQN,42,93.342756,64.686855,480,False,40,283,14.134276,10.282686,no_progress,1240.755338,0.102007,0.171147,,,
192,DoubleDQN,42,53.073498,63.280141,494,False,29,283,10.247350,10.212014,no_progress,1249.089632,0.110388,0.169080,,,
193,DoubleDQN,42,89.975618,62.630141,443,False,38,283,13.427562,10.212014,no_progress,1256.575529,0.113262,0.167113,,,
194,DoubleDQN,42,128.644876,72.850848,445,False,49,283,17.314488,11.272085,no_progress,1264.188746,0.105414,0.165268,,,
195,DoubleDQN,42,105.209187,77.771060,326,False,39,283,13.780919,11.590106,no_progress,1269.720738,0.130920,0.163681,,,
196,DoubleDQN,42,97.175618,77.824346,371,False,38,283,13.427562,11.519435,no_progress,1276.055696,0.114214,0.162263,,,
197,DoubleDQN,42,104.743463,82.374770,472,False,43,283,15.194346,12.155477,no_progress,1284.194003,0.116395,0.160568,,,
198,DoubleDQN,42,91.942049,86.738481,388,False,37,283,13.074205,12.720848,no_progress,1290.864155,0.139985,0.158851,,,
199,DoubleDQN,42,78.907774,88.871979,377,False,33,283,11.660777,12.968198,no_progress,1297.310305,0.129375,0.157333,,,
200,DoubleDQN,42,102.342756,94.535760,390,False,40,283,14.134276,13.639576,no_progress,1304.000656,0.112386,0.155830,,,
201,DoubleDQN,42,31.137809,88.315265,360,False,19,283,6.713781,12.897527,no_progress,1315.259418,0.141526,0.154380,,,
202,DoubleDQN,42,107.376325,93.745548,375,False,41,283,14.487633,13.321555,no_progress,1321.643608,0.131896,0.152966,,,
203,DoubleDQN,42,110.876325,95.835618,340,False,41,283,14.487633,13.427562,no_progress,1327.408874,0.144535,0.151603,,,
204,DoubleDQN,42,39.971378,86.968269,307,False,20,283,7.067138,12.402827,no_progress,1332.743992,0.149052,0.150380,,,
205,DoubleDQN,42,80.974912,84.544841,427,False,35,283,12.367491,12.261484,no_progress,1340.132676,0.152026,0.149010,,,
206,DoubleDQN,42,-0.665018,74.760777,254,False,7,283,2.473498,11.166078,no_progress,1344.496191,0.135681,0.147748,,,
207,DoubleDQN,42,131.711307,77.457562,379,False,48,283,16.961131,11.342756,no_progress,1350.967812,0.126385,0.146579,,,
208,DoubleDQN,42,37.004240,71.963781,266,False,18,283,6.360424,10.671378,no_progress,1355.475719,0.154282,0.145403,,,
209,DoubleDQN,42,54.739223,69.546926,336,False,25,283,8.833922,10.388693,no_progress,1361.187202,0.149912,0.144317,,,
210,DoubleDQN,42,101.675618,69.480212,326,False,38,283,13.427562,10.318021,no_progress,1366.699900,0.160451,0.143124,,,
211,DoubleDQN,42,75.774205,73.943852,373,False,32,283,11.307420,10.777385,no_progress,1373.050887,0.135199,0.141877,,,
212,DoubleDQN,42,-3.599293,62.846290,142,False,3,283,1.060071,9.434629,no_progress,1375.450186,0.121762,0.140972,,,
213,DoubleDQN,42,99.842756,61.742933,415,False,40,283,14.134276,9.399293,no_progress,1382.548592,0.141976,0.139996,,,
214,DoubleDQN,42,103.009187,68.046714,348,False,39,283,13.780919,10.070671,no_progress,1388.523128,0.139691,0.138665,,,
215,DoubleDQN,42,92.442049,69.193428,383,False,37,283,13.074205,10.141343,no_progress,1395.082053,0.159430,0.137402,,,
